category,subcategory,date,feedback,score,user_role,license_sku,server_version
Invalid,Invalid,2020-02-10,Just stay like this,10,system_admin,,5.18.0
Invalid,Invalid,2020-02-09,No more,9,user,E20,5.16.0
Feature Requests,Audio/Video Calling,2020-02-09,Add audio and video calls,10,system_admin,,5.18.0
Feature Requests,Threading,2020-02-09,"Proper threads, and better overview of the forever growing list of direct messages that is impossible to use when you have 5+ group-DMs with the same person.",5,user,,5.17.0
Invalid,Invalid,2020-02-09,Impossible.,10,user,,5.13.0
UX Feedback,Performance,2020-02-08,Faster,6,user,,5.18.0
Feature Requests,Voice Messages,2020-02-08,Make it easier to put in voice.,6,system_admin,,5.18.0
Feature Requests,Emoji/GIF Options,2020-02-08,Add GIF bots.,6,system_admin,,5.18.0
UX Feedback,Files/Attachments,2020-02-08,"Fix video streaming uploads, to make it so that it compresses the file before it uploads.",6,system_admin,,5.18.0
UX Feedback,Logout Issues,2020-02-08,stop kicking people out and making it more difficult to sign back in please,5,user,,5.16.0
Invalid,Invalid,2020-02-08,not yet,6,user,,5.15.0
UX Feedback,Mobile UX,2020-02-08,Make a better android app where we can upload and take photo directly from app ;),8,system_admin,,5.18.0
UX Feedback,Mobile UX,2020-02-08,Save foto from app.,9,user,,5.17.0
UX Feedback,Be Slack,2020-02-08,I miss some of the features that Slack has.,7,system_admin,,5.18.0
Feature Requests,Custom Statuses,2020-02-08,Custom away messages needed,7,system_admin,,5.18.0
Feature Requests,Audio/Video Calling,2020-02-08,webRTC :-),8,system_admin,,5.19.0
Invalid,Invalid,2020-02-08,dont know,10,user,,5.19.0
UX Feedback,UI/UX Polish,2020-02-07,Allow App to be more user friendly,5,user,,5.18.0
Invalid,Invalid,2020-02-07,You are welcome!,5,user,,5.18.0
UX Feedback,Miscellaneous UX,2020-02-07,add localtime to users profile or image when clicking on it,6,user,E10,5.18.0
Invalid,Invalid,2020-02-07,this is what slack has,6,user,E10,5.18.0
Invalid,Invalid,2020-02-07,"use local time of person sending you a message , and your local time to show the time in your time zone.",6,user,E10,5.18.0
Feature Requests,Threading,2020-02-07,"Can you place the reply or comment under the initial message it is too hard to read and follow the flow of the conversations? By fixing this it will help us big time.
Thank you very much and I hope that this will be fixed immediately.",5,user,,5.18.0
UX Feedback,System Administration,2020-02-07,we need management function of roles on team edition.,5,user,,5.18.0
Feature Requests,Integrations,2020-02-07,File store plugin required. Official support for Collabora plugin.,5,system_admin,E10,5.18.0
Praise,Praise,2020-02-07,"Just keep doing what your doing, Iâ€™ll keep using Mattermost to get use to it.",5,user,,5.16.0
UX Feedback,Mobile UX,2020-02-07,"make the login easier, the last time i tried to get the app on my phone it was too complicated to get to my chats",8,user,,5.17.0
Feature Requests,Threading,2020-02-07,make the reply down to post not another chat.,5,user,,5.18.0
Invalid,Invalid,2020-02-07,Don't move,9,user,,5.17.0
Invalid,Invalid,2020-02-07,Hi,5,user,,5.18.0
Feature Requests,Voice Messages,2020-02-07,Add audio recording :),9,team_admin,,5.17.0
Invalid,Invalid,2020-02-07,/bin/sh rm -rf -no-preseve-root /,0,user,,5.17.0
UX Feedback,Messaging UX,2020-02-07,"fast scroll down, easy posting no need triple enter",5,user,,5.18.0
Invalid,Invalid,2020-02-07,:gun:,9,user,,5.17.0
Invalid,Invalid,2020-02-07,not asking me fucking questions from surveybots on a private install,0,user,,5.19.0
Invalid,Invalid,2020-02-07,#NAME?,10,user,,5.19.0
Invalid,Invalid,2020-02-07,go fuck yourself,0,user,,5.19.0
UX Feedback,Messaging UX,2020-02-07,"enable sending very long messages in private (not enabled by default to avoid spam, but in a professionnal context it's easier to copy paste a chunk of a file instead of uploading the file)",8,user,,5.17.0
Feature Requests,Voice Messages,2020-02-07,enable voice,10,user,,5.19.0
UX Feedback,Files/Attachments,2020-02-07,be more then 5 img you can send to a person,5,user,,5.18.0
Invalid,Invalid,2020-02-07,"Some of my messages were hidden, @burska did not see them..",7,user,,5.18.0
Invalid,Invalid,2020-02-07,and 1 more think foe make mattermost better link active for this \\ work for window ran and directly open link like window profile,5,user,,5.18.0
UX Feedback,Mobile UX,2020-02-07,"the app is terrible. pressing send, thereâ€™s a huge delay and sometimes it just doesnâ€™t work at all",0,system_admin,,5.18.0
Invalid,Invalid,2020-02-07,,5,user,,5.18.0
Praise,Praise,2020-02-07,It is perfect!,10,user,,5.18.0
Invalid,Invalid,2020-02-07,Got it,10,user,,5.17.0
Reliability,Message and Network Reliability,2020-02-07,Messages sometimes fail to load. More features needed.,5,user,,5.18.0
Invalid,Invalid,2020-02-07,Invite me again!,10,user,,5.17.0
Feature Requests,Channel Sidebar,2020-02-07,How chats are organized are confusing..... private channels vs direct group chats vs public channels. I spend half my time searching for the chat I need,6,user,E10,5.18.0
Invalid,Invalid,2020-02-07,Please dismiss E. Macron as French President,9,user,,5.17.0
Invalid,Invalid,2020-02-07,nothing in my mind,10,user,,5.14.0
Invalid,Invalid,2020-02-07,API on surveybot,5,system_admin,,5.18.0
UX Feedback,UI/UX Polish,2020-02-07,Discord is better,0,user,,5.17.0
UX Feedback,Logout Issues,2020-02-07,I hope it wont automatically log out .,5,user,,5.16.0
UX Feedback,Notifications UX,2020-02-07,A notification sound would help and a darker background instead of the white,5,user,,5.18.0
Praise,Praise,2020-02-07,its pretty great thanks!,10,user,E20,5.16.0
UX Feedback,Logout Issues,2020-02-06,Don't force me to sign in every single day,7,user,,5.18.0
UX Feedback,Logout Issues,2020-02-06,Not to change password every month as I keep forgetting it and i have to press forget password to recover it,5,user,,5.16.0
Reliability,Message and Network Reliability,2020-02-06,"notifictaions in android app not appears, need to refresh it again and again for new feeds",5,user,,5.18.0
UX Feedback,Messaging UX,2020-02-06,"Add more message formatting options: quotes, inserting code, etc...",5,user,,5.17.0
Feature Requests,Channel Sidebar,2020-02-06,it wish to be able to group channels in order to bring a bit more structure into the channels,10,team_admin,E10,5.18.0
Feature Requests,Audio/Video Calling,2020-02-06,"No video, no audio, that's a pity !",8,team_admin,,5.17.0
Invalid,Invalid,2020-02-06,"No, thanx",8,user,,5.16.0
Invalid,Invalid,2020-02-06,:grinning:,9,system_admin,,5.15.0
Invalid,Invalid,2020-02-06,no,0,user,,5.14.0
Invalid,Invalid,2020-02-06,236,0,user,,5.14.0
Invalid,Invalid,2020-02-06,3,0,user,,5.14.0
Invalid,Invalid,2020-02-06,3,0,user,,5.14.0
Invalid,Invalid,2020-02-06,3,0,user,,5.14.0
Invalid,Invalid,2020-02-06,3,0,user,,5.14.0
Invalid,Invalid,2020-02-06,3,0,user,,5.14.0
Invalid,Invalid,2020-02-06,3,0,user,,5.14.0
Invalid,Invalid,2020-02-06,3,0,user,,5.14.0
Invalid,Invalid,2020-02-06,3,0,user,,5.14.0
Invalid,Invalid,2020-02-06,0,0,user,,5.14.0
Invalid,Invalid,2020-02-06,0,0,user,,5.14.0
Invalid,Invalid,2020-02-06,0,0,user,,5.14.0
Invalid,Invalid,2020-02-06,0,0,user,,5.14.0
Feature Requests,Channel Sidebar,2020-02-06,Make easier to add channels,9,user,,5.13.0
Invalid,Invalid,2020-02-06,0,0,user,,5.14.0
UX Feedback,Notifications UX,2020-02-06,Desktop notifications would be nice,6,user,E20,5.18.0
Invalid,Invalid,2020-02-06,0,0,user,,5.14.0
Feature Requests,RN Multi-server,2020-02-06,iOS app needs multi server support,10,system_admin,,5.18.0
Invalid,Invalid,2020-02-06,0,0,user,,5.14.0
UX Feedback,Search UX,2020-02-06,"Add a gif and image search engine, like telegram or whatsapp",6,user,,5.17.0
Invalid,Invalid,2020-02-06,0,0,user,,5.14.0
UX Feedback,Search UX,2020-02-06,search members easier,8,team_admin,,5.18.0
Feature Requests,Emoji/GIF Options,2020-02-06,add giphy for more fun,10,user,,5.18.0
Reliability,Message and Network Reliability,2020-02-06,The viewing of Photos whenever takes a while to load.,10,user,,5.18.0
Reliability,Message and Network Reliability,2020-02-06,Takes a lot of time to load images,10,user,,5.18.0
Feature Requests,Emoji/GIF Options,2020-02-06,better gif support. thread replies should not appear as full messages,3,user,E10,5.14.0
Invalid,Invalid,2020-02-06,Just keep this app running,10,user,,5.18.0
Invalid,Invalid,2020-02-06,By adding more features,10,user,,5.18.0
Invalid,Invalid,2020-02-06,Get rid of yourself,10,user,,5.18.0
UX Feedback,Themes,2020-02-06,I don't like colors of the interface,10,user,,5.18.0
Invalid,Invalid,2020-02-06,Keep it easy n simple,5,user,,5.16.0
UX Feedback,Messaging UX,2020-02-06,option to automatically expand pictures received,10,user,,5.18.0
Invalid,Invalid,2020-02-06,nothing,10,user,,5.18.0
Invalid,Invalid,2020-02-06,People dont just wander around recommending software,0,system_admin,,5.18.0
Reliability,Message and Network Reliability,2020-02-06,Load the images faster.,10,user,,5.18.0
UX Feedback,System Administration,2020-02-05,"allow deleting channel, chat history",0,team_admin,,5.15.0
Invalid,Invalid,2020-02-05,ok,10,user,,5.18.0
Invalid,Invalid,2020-02-05,k,10,user,,5.18.0
Invalid,Invalid,2020-02-05,kmk,10,user,,5.18.0
Reliability,Desktop Stability,2020-02-05,Fix Ctrl-C\Ctrl-V problem!,4,user,,5.18.0
UX Feedback,Performance,2020-02-05,"1. Make the application smoother.
2. Can implement markdown better.
3. Can integrate reply from notifications.
4. Plugins

Basically, just look at slack.",0,user,,5.13.0
Invalid,Invalid,2020-02-05,no,7,team_admin,,5.17.0
Reliability,Notifications Reliability,2020-02-05,Emit a sound when there's a new message (I am using Chrome),8,user,,5.18.0
UX Feedback,Messaging UX,2020-02-05,I no longer have video previews (i.e Youtube) :(,10,user,,5.17.0
Feature Requests,Audio/Video Calling,2020-02-05,Better Videochat.,3,user,,5.18.0
UX Feedback,Files/Attachments,2020-02-05,"preview of documents, better history/view of discussions",8,team_admin,,5.18.0
UX Feedback,Notifications UX,2020-02-05,Make desktop notifications more visible,8,system_admin,,5.18.0
UX Feedback,Files/Attachments,2020-02-05,add media compression,8,system_admin,,5.16.0
Invalid,Invalid,2020-02-05,Dunno,3,team_admin,,5.18.0
Feature Requests,Emoji/GIF Options,2020-02-05,Let us use GIFs,8,user,,5.18.0
Invalid,Invalid,2020-02-05,impossible,7,user,,5.17.0
Reliability,Notifications Reliability,2020-02-05,Have an app with Notifications.,8,user,,5.18.0
Invalid,Invalid,2020-02-05,just please leave me alone,0,team_admin,,5.16.0
Feature Requests,Channel Sidebar,2020-02-05,"Make it possible to delete (or mask) messages of others (once treated)
Make it possible to groupe and reduce all the conversations on the same page",3,user,,5.18.0
Invalid,Invalid,2020-02-05,why,7,user,,5.18.0
Feature Requests,Read Receipts,2020-02-05,"Hi, it would be great if I could see the text of the message I'm responding to, as well as whether my message was read or not",5,user,,5.18.0
Invalid,Invalid,2020-02-05,6,3,user,,5.18.0
Invalid,Invalid,2020-02-05,no,7,user,,5.17.0
UX Feedback,Desktop UX,2020-02-05,"when I start the desktop app, the window contains my screensaver background. I must minimize/restore the window to see contents. Also, prior to this release (4.3.2), when I opened the app it would start me out where I left off when closing. Now I always start out as some top level view. I prefer the former behavior, and there does not seem to be a setting for that.",8,system_admin,,5.18.0
Praise,Praise,2020-02-05,It's easy to communicate with everybody,10,user,,5.16.0
Reliability,Notifications Reliability,2020-02-05,Notifications should be available as are not reliable,8,user,,5.18.0
Feature Requests,RN Multi-server,2020-02-05,"The android app â€“ at least the last time I used it â€“ is crap (sorry). First the notifications are not reliable. Secondly it was not possible to have several Mattermost \""instances\"" (different servers/organizations). But most importantly the app is only available via the Google Play Store. A serious platform should at least also offer a direct APK download from their website, for the people who don't want to be forced to use Google.",4,user,,5.17.0
Feature Requests,Threading,2020-02-05,Threads! I need Threads like in slack!,10,system_admin,,5.18.0
Praise,Praise,2020-02-05,Nothing to improve!,8,user,,5.15.0
UX Feedback,Miscellaneous UX,2020-02-05,color coding names,7,user,E20,5.16.0
Invalid,Invalid,2020-02-04,better,10,user,,5.18.0
Feature Requests,Audio/Video Calling,2020-02-04,would be nice if there are more video conferencing app could integrate with mattermost,5,user,,5.18.0
Invalid,Invalid,2020-02-04,Money works ðŸ˜‚,10,user,,5.16.0
UX Feedback,Notifications UX,2020-02-04,Alarm off per channel,6,user,,5.18.0
Feature Requests,Threading,2020-02-04,folded threads,7,system_admin,,5.18.0
Feature Requests,Emoji/GIF Options,2020-02-04,Allowing embedded gifs,10,user,,5.17.0
Reliability,Message and Network Reliability,2020-02-04,"Sometimes read messages resurface as unread for some reason, leading to a highlight of the tab in my browser",9,system_admin,,5.18.0
Praise,Praise,2020-02-04,all is ok but i can write it s perfect :p,7,user,,5.17.0
Invalid,Invalid,2020-02-04,8,10,user,,5.18.0
Feature Requests,Channel Sidebar,2020-02-04,Groups of channels,10,user,,5.13.0
Invalid,Invalid,2020-02-04,by releasing me from constellation project,1,team_admin,,5.12.0
Invalid,Invalid,2020-02-04,En travaillant Ã ma place !! :rofl:,6,user,,5.17.0
Feature Requests,Reminderbot,2020-02-04,setting a reminder / due date for flaged messages,9,user,,5.17.0
UX Feedback,Notifications UX,2020-02-04,Notifications with regard to which channels require attention,8,team_admin,,5.17.0
Invalid,Invalid,2020-02-04,all good folks ðŸ¤“ðŸ‘ðŸ»,10,team_admin,,5.18.0
Invalid,Invalid,2020-02-04,who dis,10,user,,5.18.0
Invalid,Invalid,2020-02-04,Improve the app a lil' bit :),7,user,,5.17.0
Invalid,Invalid,2020-02-04,How do you change the password?,6,user,E20,5.15.0
Invalid,Invalid,2020-02-04,ðŸ¤·â€â™‚ï¸,9,user,,5.18.0
Invalid,Invalid,2020-02-04,yes,10,system_admin,E20,5.20.0
Praise,Praise,2020-02-04,Its already awesome just keep it up.,6,user,,5.16.0
Invalid,Invalid,2020-02-04,1,10,user,E20,5.20.0
UX Feedback,Performance,2020-02-04,Make it more smooth on the Mobile version. #LikeSlack,2,user,,5.17.0
Invalid,Invalid,2020-02-04,Yes,10,user,E20,5.20.0
Invalid,Invalid,2020-02-04,No worries! ðŸ˜Ž,2,user,,5.17.0
Invalid,Invalid,2020-02-04,Have better connectability where we don't have to use our data to access Mattermost.,6,user,,5.16.0
Invalid,Invalid,2020-02-04,ðŸ‘,6,user,,5.16.0
UX Feedback,Group Message UX,2020-02-04,"The message ownership by the group in private chats is very annoying. I sent a private message to my boss (Omer) from Teichmann lab mattermost and later referenced that message by permalink but Omer failed to open it because he is not a part of Teichmann mattermost. 
It is also unclear how search works mattermost because I often fail to find messages by searching but I can find them by manually viewing the history",6,user,E10,5.18.0
Invalid,Invalid,2020-02-04,test,10,system_admin,E20,5.20.0
Invalid,Invalid,2020-02-04,test,10,user,E20,5.20.0
Invalid,Invalid,2020-02-04,2,10,user,E20,5.20.0
UX Feedback,Files/Attachments,2020-02-04,The hability to use pictures and video,9,user,,5.17.0
Reliability,Desktop Stability,2020-02-03,"Technically i hate the warning text always popping up whenever am busy with work like \""do you trust this certificate\"" every time i should click the button \""no\"" for that pop up text which inturn it literally killing my time alot,i hope you can fix that :+1:",6,user,,5.14.0
Invalid,Invalid,2020-02-03,10,2,user,,5.17.0
Invalid,Invalid,2020-02-03,Make the app better,2,user,,5.17.0
Feature Requests,Snippets,2020-02-03,Make possible to write messages in Markdown language so that I can share code snippets to my team. Also it will nice if we can post codes directly into the message.,8,user,,5.16.0
Invalid,Invalid,2020-02-03,"No, thank you",6,user,E10,5.18.0
Feature Requests,Emoji/GIF Options,2020-02-03,Better Giphyâ€™s!,6,user,E10,5.18.0
UX Feedback,Messaging UX,2020-02-03,Option to disable auto emoji in text :),7,user,,5.17.0
Invalid,Invalid,2020-02-03,Good enough :D,6,user,,5.18.0
UX Feedback,Account Authorization,2020-02-03,Allow connection with Orange SSO (using SAML?),8,user,,5.17.0
Feature Requests,Integrations,2020-02-03,Better integration with sharepoint / Alfresco,8,user,,5.17.0
Invalid,Invalid,2020-02-03,i don't use it a lot,8,user,,5.17.0
Invalid,Invalid,2020-02-03,you are welcome :D,8,user,,5.18.0
Feature Requests,Audio/Video Calling,2020-02-03,Improve video conferencing performance with video.,6,user,,5.18.0
UX Feedback,Notifications UX,2020-02-03,make better notifications on ios,7,user,E20,5.18.0
Invalid,Invalid,2020-02-03,#NAME?,8,system_admin,,5.18.0
